Attrition,BusinessTravel,Department,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,age_group
No,Travel_Frequently,Sales,3,Life Sciences,213,1,Healthcare Representative,29350,14,3,5,2,2,1,4,4,3,2,3,< 25
No,Travel_Rarely,Research & Development,3,Life Sciences,214,1,Research Scientist,154270,16,18,2,1,0,0,3,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,4,Technical Degree,215,5,Research Scientist,39440,11,8,3,6,4,3,2,2,2,3,3,35-45
No,Travel_Rarely,Sales,1,Life Sciences,216,1,Sales Executive,40110,18,31,2,31,0,9,4,3,3,1,3,45-55
No,Travel_Rarely,Sales,3,Marketing,217,1,Sales Executive,34070,15,6,2,6,1,4,2,4,3,2,3,< 25
No,Travel_Rarely,Research & Development,4,Technical Degree,218,4,Sales Executive,119940,14,6,6,5,1,4,1,2,4,3,3,25-35
No,Travel_Rarely,Sales,3,Medical,219,1,Laboratory Technician,12320,12,1,4,1,0,0,4,2,3,1,3,< 25
No,Travel_Frequently,Sales,2,Marketing,220,1,Sales Executive,29600,14,32,2,32,10,7,1,2,3,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,221,1,Research Scientist,190940,16,7,3,7,0,6,2,3,3,2,3,< 25
Yes,Travel_Frequently,Research & Development,3,Medical,222,2,Research Scientist,39190,21,6,3,6,1,2,1,3,3,3,4,< 25
Yes,Travel_Frequently,Research & Development,3,Other,223,2,Healthcare Representative,68250,14,1,2,1,0,0,2,1,4,3,3,25-35
No,Travel_Rarely,Sales,2,Life Sciences,224,4,Research Director,102480,12,6,4,6,1,3,2,4,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,1,Medical,225,1,Sales Representative,189470,12,9,2,3,1,2,2,1,1,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,226,5,Sales Executive,24960,17,9,3,3,0,2,1,4,3,3,3,25-35
No,Travel_Rarely,Sales,3,Marketing,227,2,Sales Executive,64650,17,13,3,7,5,7,1,4,4,3,3,25-35
No,Travel_Rarely,Sales,4,Medical,228,1,Sales Representative,22060,14,6,4,5,0,3,1,3,2,3,3,25-35
No,Travel_Rarely,Sales,4,Marketing,229,2,Laboratory Technician,20860,14,17,3,3,1,0,4,3,2,3,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,230,1,Sales Representative,22930,13,1,3,1,0,0,4,2,4,1,3,< 25
No,Travel_Rarely,Research & Development,4,Life Sciences,231,2,Manufacturing Director,26450,15,10,5,10,2,2,3,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,5,Technical Degree,232,2,Sales Executive,26830,11,21,3,1,0,0,2,4,2,3,3,35-45
No,Travel_Rarely,Human Resources,4,Medical,233,1,Human Resources,20140,17,8,5,0,0,0,3,1,2,4,3,35-45
No,Travel_Frequently,Sales,3,Medical,234,2,Healthcare Representative,34190,11,10,5,8,4,7,4,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,1,Medical,235,2,Laboratory Technician,53760,13,21,3,3,0,2,4,1,1,4,3,45-55
No,Travel_Rarely,Sales,4,Marketing,236,2,Sales Executive,19510,22,10,4,2,0,2,1,3,4,4,4,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,237,1,Laboratory Technician,23410,20,8,3,8,0,6,3,3,3,2,4,25-35
Yes,Travel_Rarely,Sales,3,Life Sciences,238,2,Research Scientist,22930,18,5,0,4,0,2,3,1,3,3,3,25-35
No,Travel_Rarely,Sales,2,Life Sciences,239,3,Sales Executive,87260,11,3,2,3,1,2,3,3,3,1,3,< 25
No,Travel_Rarely,Research & Development,2,Life Sciences,240,1,Laboratory Technician,40110,14,26,2,2,0,1,4,4,4,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,241,2,Laboratory Technician,195450,14,3,3,2,2,2,1,3,3,2,3,< 25
No,Travel_Rarely,Sales,4,Marketing,242,2,Manufacturing Director,45680,18,6,2,5,1,2,3,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,1,Life Sciences,243,1,Healthcare Representative,30220,16,6,3,6,0,5,1,4,2,3,3,25-35
No,Travel_Frequently,Research & Development,5,Technical Degree,244,3,Manager,57720,17,1,3,1,0,0,3,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Other,245,3,Manager,22690,11,18,2,14,8,10,4,1,4,2,3,45-55
No,Travel_Rarely,Research & Development,5,Medical,246,1,Research Scientist,53810,12,10,0,10,8,8,2,4,2,3,3,25-35
Yes,Travel_Frequently,Research & Development,4,Life Sciences,247,3,Research Director,34410,13,5,5,1,0,0,1,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,248,1,Manufacturing Director,54540,13,3,5,3,0,2,3,4,3,4,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,249,1,Manager,98840,14,10,3,10,7,8,3,3,3,2,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,250,1,Healthcare Representative,41570,17,6,2,6,1,2,2,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,5,Medical,251,4,Laboratory Technician,134580,11,17,3,17,11,8,2,4,3,3,3,25-35
No,Travel_Frequently,Research & Development,3,Technical Degree,252,2,Laboratory Technician,90690,25,15,3,13,4,7,3,4,1,3,4,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,253,2,Sales Executive,40140,19,16,4,9,7,1,3,2,4,2,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,254,2,Research Scientist,59150,13,13,3,3,0,2,2,2,3,2,3,35-45
No,Travel_Rarely,Sales,3,Marketing,255,5,Research Director,59930,14,5,3,4,1,1,1,4,3,1,3,25-35
Yes,Travel_Rarely,Research & Development,3,Life Sciences,256,5,Sales Representative,61620,12,1,2,1,1,1,4,3,3,2,3,< 25
Yes,Travel_Frequently,Research & Development,4,Medical,257,1,Laboratory Technician,24060,11,10,3,10,9,7,1,1,3,3,3,25-35
No,Non-Travel,Research & Development,1,Medical,258,1,Research Scientist,187400,19,1,2,1,0,0,3,3,3,4,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,259,1,Healthcare Representative,76370,11,5,3,3,0,2,1,1,4,3,3,< 25
No,Travel_Rarely,Research & Development,3,Medical,260,2,Manufacturing Director,100960,11,4,3,3,1,2,4,2,3,3,3,< 25
No,Travel_Rarely,Research & Development,3,Life Sciences,261,5,Research Scientist,147560,20,8,3,7,0,5,4,4,3,2,4,35-45
No,Travel_Frequently,Sales,4,Life Sciences,262,4,Healthcare Representative,64990,18,10,3,10,2,8,2,4,3,2,3,25-35
No,Travel_Rarely,Research & Development,3,Technical Degree,263,1,Sales Executive,97240,13,12,2,2,2,2,2,2,3,4,3,45-55
No,Travel_Frequently,Sales,3,Technical Degree,264,5,Laboratory Technician,21940,12,6,5,6,0,4,4,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,265,3,Manager,33880,11,4,2,1,0,0,4,4,3,4,3,35-45
No,Travel_Rarely,Sales,3,Medical,266,1,Laboratory Technician,54730,19,20,2,20,3,8,4,3,3,4,3,45-55
No,Travel_Rarely,Research & Development,1,Medical,267,1,Healthcare Representative,27030,21,9,2,8,7,7,4,2,4,3,4,25-35
Yes,Travel_Rarely,Research & Development,2,Life Sciences,268,1,Healthcare Representative,25010,12,4,3,2,2,0,1,3,3,1,3,< 25
No,Travel_Rarely,Research & Development,5,Medical,269,1,Sales Representative,62200,14,20,2,20,11,10,4,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,270,5,Research Scientist,30380,11,10,5,10,0,8,4,4,2,1,3,25-35
Yes,Travel_Frequently,Research & Development,2,Medical,271,4,Sales Representative,44240,14,18,2,4,1,3,2,3,3,2,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,272,1,Sales Executive,43120,12,10,2,9,1,8,2,4,2,2,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,273,5,Research Scientist,132450,23,9,3,9,0,7,3,1,3,2,4,25-35
No,Travel_Rarely,Sales,3,Medical,274,2,Sales Executive,136640,14,10,6,7,7,7,3,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,275,5,Sales Executive,50210,17,20,3,7,1,7,4,1,3,3,3,45-55
No,Travel_Frequently,Research & Development,4,Medical,276,3,Human Resources,51260,18,20,2,18,1,12,4,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,277,2,Laboratory Technician,28590,18,32,2,5,1,3,3,3,3,3,3,45-55
No,Travel_Rarely,Sales,3,Medical,278,1,Sales Executive,102390,24,23,3,21,12,6,2,4,2,3,4,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,279,5,Laboratory Technician,53290,20,10,3,2,2,2,1,1,3,4,4,> 65
No,Travel_Frequently,Research & Development,1,Life Sciences,280,2,Manufacturing Director,43250,14,9,2,9,1,7,4,1,2,2,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,281,1,Manufacturing Director,72600,16,22,2,22,2,10,4,3,3,3,3,35-45
No,Travel_Rarely,Sales,3,Life Sciences,282,2,Research Scientist,23220,25,4,0,2,2,2,4,2,3,4,4,45-55
Yes,Travel_Rarely,Sales,4,Life Sciences,283,3,Research Scientist,20750,18,10,0,7,3,7,1,2,3,2,3,25-35
No,Non-Travel,Research & Development,4,Technical Degree,284,2,Research Scientist,41520,19,10,3,8,0,5,1,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,285,3,Manager,96190,13,10,2,1,0,0,3,3,4,3,3,35-45
No,Non-Travel,Research & Development,2,Life Sciences,286,1,Research Scientist,135030,12,9,6,5,1,4,1,3,3,2,3,35-45
No,Travel_Frequently,Research & Development,3,Life Sciences,287,1,Research Scientist,54410,22,28,6,22,11,13,4,3,2,2,4,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,288,2,Sales Executive,52090,14,10,3,8,7,7,3,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,289,1,Sales Executive,106730,13,1,2,1,0,0,3,3,3,3,3,25-35
Yes,Travel_Frequently,Research & Development,1,Life Sciences,290,1,Sales Executive,50100,21,7,3,2,2,2,3,3,3,3,4,35-45
No,Travel_Frequently,Research & Development,1,Life Sciences,291,1,Laboratory Technician,135490,11,7,3,2,2,2,4,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,5,Technical Degree,292,2,Healthcare Representative,49990,12,10,2,5,4,3,2,3,3,4,3,25-35
No,Travel_Rarely,Sales,3,Marketing,293,5,Sales Executive,42210,11,5,4,4,0,2,2,1,4,3,3,< 25
No,Travel_Rarely,Sales,4,Marketing,294,4,Healthcare Representative,138720,12,12,3,8,3,6,3,2,1,2,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,295,1,Manager,20420,12,30,6,10,1,1,3,4,2,3,3,> 65
No,Travel_Rarely,Sales,3,Marketing,296,2,Research Scientist,20730,14,5,3,4,2,3,4,4,2,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,297,1,Laboratory Technician,29560,13,9,6,7,0,7,4,1,1,3,3,25-35
No,Travel_Rarely,Sales,3,Marketing,298,2,Manager,29260,15,2,3,2,2,2,4,2,3,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,299,3,Laboratory Technician,48090,18,19,2,2,2,2,4,4,3,3,3,45-55
No,Non-Travel,Research & Development,1,Medical,300,1,Healthcare Representative,51630,18,16,4,1,0,0,4,1,4,3,3,25-35
No,Travel_Frequently,Sales,4,Life Sciences,301,2,Sales Executive,188440,19,10,3,10,4,7,3,4,3,1,3,25-35
No,Travel_Rarely,Sales,3,Medical,302,4,Laboratory Technician,181720,12,6,5,1,0,1,4,3,1,3,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,303,3,Laboratory Technician,57440,19,7,4,0,0,0,2,1,3,2,3,25-35
No,Travel_Rarely,Sales,5,Technical Degree,304,3,Manager,28890,11,34,2,34,1,16,3,1,4,3,3,45-55
Yes,Travel_Rarely,Research & Development,2,Medical,305,3,Laboratory Technician,28710,17,10,2,10,7,8,4,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,306,2,Research Scientist,74840,15,6,3,6,1,4,3,4,2,3,3,< 25
No,Travel_Rarely,Sales,3,Life Sciences,307,3,Healthcare Representative,60740,14,9,2,8,3,1,2,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,308,2,Research Scientist,173280,17,2,2,2,0,2,1,3,3,1,3,< 25
Yes,Travel_Frequently,Research & Development,3,Life Sciences,309,1,Research Director,27740,13,10,2,5,1,3,2,3,3,3,3,45-55
No,Travel_Rarely,Research & Development,3,Technical Degree,310,1,Research Scientist,45050,12,6,3,6,1,4,4,4,3,3,3,25-35
Yes,Travel_Rarely,Human Resources,3,Human Resources,311,4,Laboratory Technician,74280,12,24,2,5,1,4,4,1,3,3,3,45-55
No,Non-Travel,Research & Development,2,Life Sciences,312,5,Sales Executive,116310,18,10,2,10,0,9,1,1,3,1,3,35-45
No,Non-Travel,Research & Development,4,Life Sciences,313,5,Sales Executive,97380,18,5,2,4,1,2,4,4,3,3,3,45-55
No,Travel_Frequently,Research & Development,2,Life Sciences,314,1,Manufacturing Director,28350,11,5,2,2,2,0,1,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,315,3,Manufacturing Director,169590,14,11,5,8,1,1,2,3,2,3,3,25-35
Yes,Travel_Rarely,Research & Development,2,Life Sciences,316,2,Laboratory Technician,26130,19,6,2,4,1,2,4,1,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Technical Degree,317,2,Manufacturing Director,61460,12,10,3,4,1,3,2,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,318,2,Laboratory Technician,49630,15,9,2,5,1,4,4,1,3,3,3,45-55
No,Travel_Frequently,Research & Development,2,Life Sciences,319,4,Research Scientist,195370,12,5,5,4,1,1,3,4,3,3,3,25-35
No,Travel_Rarely,Sales,4,Technical Degree,320,2,Manufacturing Director,61720,11,6,1,5,4,3,4,1,2,3,3,35-45
No,Travel_Frequently,Sales,4,Life Sciences,321,2,Research Scientist,23680,11,17,3,15,4,12,1,1,3,3,3,35-45
No,Travel_Rarely,Sales,3,Marketing,322,1,Sales Representative,103120,12,6,2,6,1,3,3,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,323,3,Manager,16750,16,3,6,3,0,2,1,4,2,2,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,324,1,Laboratory Technician,25230,13,7,2,2,0,2,4,3,3,3,3,25-35
No,Travel_Frequently,Research & Development,4,Medical,325,2,Manufacturing Director,65670,13,8,3,8,3,7,3,2,3,4,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,326,3,Healthcare Representative,47390,24,6,2,3,1,2,3,1,3,3,4,25-35
No,Travel_Frequently,Research & Development,4,Medical,327,1,Manufacturing Director,92080,15,24,2,24,14,9,2,4,2,4,3,35-45
Yes,Travel_Rarely,Sales,3,Medical,328,4,Manufacturing Director,45590,18,1,2,0,0,0,3,1,3,2,3,< 25
No,Non-Travel,Sales,5,Marketing,329,1,Manufacturing Director,81890,14,1,3,1,0,0,3,2,3,3,3,< 25
No,Travel_Rarely,Research & Development,3,Life Sciences,330,2,Manufacturing Director,29420,11,9,1,5,1,4,4,3,3,2,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,331,2,Sales Executive,49410,11,30,3,4,0,3,3,3,3,1,3,45-55
Yes,Travel_Rarely,Sales,4,Marketing,332,4,Research Scientist,106500,13,1,2,1,0,0,2,1,3,4,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,333,4,Manufacturing Director,59020,12,14,2,13,3,7,3,3,4,3,3,25-35
Yes,Travel_Rarely,Research & Development,5,Life Sciences,334,1,Human Resources,86390,16,6,3,3,0,2,1,1,3,2,3,25-35
No,Travel_Rarely,Research & Development,4,Other,335,2,Manager,63470,14,26,2,26,3,0,3,4,2,4,3,45-55
No,Travel_Rarely,Sales,3,Medical,336,2,Sales Executive,42000,22,10,3,9,0,5,3,2,3,3,4,35-45
No,Travel_Rarely,Research & Development,3,Other,337,1,Research Scientist,34520,11,10,3,10,0,7,3,3,3,2,3,25-35
Yes,Travel_Rarely,Research & Development,3,Other,338,2,Research Scientist,43170,17,40,2,31,13,8,4,2,3,3,3,> 65
No,Travel_Rarely,Sales,4,Marketing,339,1,Research Scientist,26320,13,7,3,2,2,2,4,3,3,4,3,25-35
No,Travel_Rarely,Sales,1,Marketing,340,2,Laboratory Technician,46680,18,8,2,4,0,2,4,4,3,3,3,35-45
Yes,Travel_Rarely,Research & Development,4,Medical,341,2,Sales Executive,32040,16,5,4,2,2,1,3,3,2,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,342,2,Healthcare Representative,27200,14,8,3,5,0,4,3,2,3,3,3,35-45
No,Travel_Rarely,Research & Development,1,Medical,343,2,Manufacturing Director,171810,14,14,2,14,6,8,3,3,3,2,3,25-35
No,Travel_Frequently,Sales,3,Marketing,344,3,Manufacturing Director,22380,14,10,3,1,0,0,1,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Technical Degree,345,2,Research Director,14830,13,12,3,0,0,0,3,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,346,1,Research Director,56050,12,1,2,1,0,0,2,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,347,2,Sales Representative,72950,15,10,3,9,7,8,2,2,2,3,3,35-45
No,Travel_Frequently,Sales,3,Medical,348,2,Research Scientist,23060,19,13,5,4,1,2,1,1,2,3,3,35-45
No,Travel_Frequently,Research & Development,4,Life Sciences,349,3,Laboratory Technician,23480,14,6,3,5,1,3,3,4,3,3,3,25-35
Yes,Travel_Rarely,Sales,2,Life Sciences,350,2,Healthcare Representative,89980,14,9,2,9,7,7,3,4,4,4,3,45-55
Yes,Travel_Rarely,Human Resources,3,Technical Degree,351,4,Manufacturing Director,43190,11,12,3,9,7,3,3,4,2,4,3,45-55
No,Travel_Rarely,Research & Development,2,Medical,352,2,Healthcare Representative,61320,13,22,3,4,1,0,2,1,3,2,3,35-45
No,Travel_Rarely,Sales,4,Medical,353,2,Manager,33460,21,9,2,9,0,8,3,4,3,2,4,25-35
No,Travel_Rarely,Research & Development,3,Medical,354,1,Research Director,108550,13,17,2,8,1,6,3,3,4,3,3,25-35
No,Travel_Rarely,Sales,2,Technical Degree,355,1,Sales Executive,22310,12,8,3,8,7,5,2,2,3,2,3,25-35
No,Travel_Rarely,Sales,5,Life Sciences,356,4,Research Scientist,23230,17,4,2,3,0,2,3,4,1,3,3,25-35
Yes,Travel_Frequently,Research & Development,4,Other,357,1,Sales Executive,20240,23,8,2,8,1,7,3,3,3,3,4,25-35
No,Non-Travel,Sales,3,Technical Degree,358,1,Sales Executive,27130,11,0,2,0,0,0,4,4,2,3,3,25-35
No,Travel_Rarely,Sales,3,Medical,359,3,Research Scientist,94390,15,29,0,20,4,17,1,3,2,3,3,45-55
No,Travel_Rarely,Sales,5,Medical,360,1,Sales Executive,25660,11,10,3,5,2,3,4,2,2,3,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,361,1,Laboratory Technician,199260,11,6,5,4,0,1,1,1,2,4,3,< 25
No,Travel_Rarely,Research & Development,4,Life Sciences,362,3,Laboratory Technician,24510,13,9,3,9,0,8,1,1,3,2,3,25-35
No,Travel_Rarely,Sales,4,Medical,363,2,Manager,94190,24,6,5,6,1,1,3,1,2,2,4,25-35
No,Travel_Rarely,Sales,4,Marketing,364,3,Manager,86860,13,18,2,18,4,11,2,4,2,3,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,365,4,Sales Executive,30380,20,8,3,5,0,3,2,4,2,3,4,25-35
No,Travel_Frequently,Research & Development,5,Medical,366,5,Sales Representative,30580,14,10,2,5,0,3,2,4,2,3,3,25-35
No,Travel_Rarely,Sales,3,Marketing,367,4,Sales Executive,23250,18,35,1,5,0,4,1,4,3,4,3,45-55
No,Travel_Rarely,Research & Development,5,Technical Degree,368,2,Healthcare Representative,20880,15,18,2,5,0,2,4,1,3,3,3,35-45
No,Travel_Rarely,Sales,3,Marketing,369,1,Human Resources,30720,12,9,4,5,1,3,3,3,2,1,3,25-35
No,Travel_Frequently,Research & Development,1,Life Sciences,370,2,Laboratory Technician,50060,16,31,2,9,0,0,3,4,3,3,3,45-55
No,Travel_Rarely,Sales,2,Life Sciences,371,4,Laboratory Technician,42570,15,9,2,1,0,0,4,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,372,1,Healthcare Representative,25000,16,6,3,5,0,4,2,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,373,1,Sales Representative,11020,19,4,3,2,2,2,4,4,1,2,3,< 25
No,Travel_Rarely,Research & Development,3,Medical,374,1,Laboratory Technician,104530,11,10,2,3,0,2,1,4,2,3,3,35-45
No,Travel_Frequently,Sales,4,Life Sciences,375,2,Laboratory Technician,22880,16,8,4,2,2,2,2,4,3,2,3,35-45
No,Travel_Rarely,Research & Development,3,Other,376,2,Research Scientist,39290,24,6,6,5,0,3,1,1,3,2,4,35-45
No,Travel_Rarely,Sales,3,Life Sciences,377,1,Laboratory Technician,23110,11,5,2,5,0,3,3,1,3,3,3,< 25
No,Travel_Rarely,Research & Development,2,Life Sciences,378,1,Healthcare Representative,31400,13,17,2,17,5,15,4,3,3,2,3,25-35
Yes,Travel_Frequently,Sales,2,Marketing,379,1,Laboratory Technician,36900,13,10,2,10,7,8,4,2,2,4,3,25-35
No,Non-Travel,Research & Development,3,Life Sciences,380,1,Sales Executive,44500,13,4,3,3,0,2,4,4,3,3,3,25-35
No,Travel_Rarely,Sales,3,Marketing,381,4,Research Scientist,27560,12,5,2,5,0,3,3,1,4,3,3,< 25
No,Travel_Rarely,Sales,3,Technical Degree,382,2,Sales Representative,190330,18,7,5,4,0,2,3,1,3,3,3,45-55
No,Non-Travel,Research & Development,5,Technical Degree,383,2,Healthcare Representative,187220,22,6,3,5,3,4,1,4,2,3,4,< 25
No,Travel_Frequently,Research & Development,5,Medical,384,1,Research Scientist,95470,13,10,3,10,5,3,2,2,3,2,3,25-35
No,Travel_Rarely,Sales,2,Medical,385,1,Sales Executive,137340,13,3,3,2,1,2,2,2,3,4,3,35-45
No,Travel_Rarely,Research & Development,1,Technical Degree,386,2,Research Scientist,199990,23,17,6,5,1,3,3,4,2,3,4,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,387,3,Sales Executive,22790,12,8,3,6,0,2,4,4,3,3,3,25-35
Yes,Travel_Rarely,Sales,3,Marketing,388,3,Laboratory Technician,59160,12,5,2,3,0,2,2,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,389,1,Sales Representative,20890,16,28,2,2,2,2,1,4,3,2,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,390,3,Healthcare Representative,167920,12,16,3,13,4,8,4,2,3,4,3,25-35
No,Travel_Frequently,Research & Development,4,Life Sciences,391,3,Human Resources,35640,11,10,1,5,0,0,3,4,3,1,3,35-45
No,Travel_Rarely,Research & Development,1,Medical,392,1,Sales Executive,44250,22,33,2,12,3,8,4,4,3,4,4,45-55
No,Travel_Frequently,Research & Development,3,Medical,393,1,Laboratory Technician,52650,11,12,4,5,2,2,4,4,2,3,3,35-45
No,Travel_Rarely,Sales,4,Marketing,394,3,Research Director,65530,15,8,2,7,7,7,3,4,3,3,3,45-55
No,Non-Travel,Research & Development,5,Medical,395,2,Research Scientist,62610,12,10,1,10,0,9,1,2,3,3,3,35-45
No,Non-Travel,Research & Development,3,Medical,396,1,Laboratory Technician,42980,20,31,6,31,14,7,1,1,3,3,4,45-55
No,Travel_Rarely,Research & Development,3,Other,397,3,Human Resources,68040,14,13,3,5,0,4,4,4,3,2,3,35-45
No,Travel_Rarely,Sales,3,Life Sciences,398,2,Manufacturing Director,38150,11,7,3,4,0,3,4,2,4,3,3,25-35
Yes,Travel_Rarely,Research & Development,1,Medical,399,1,Laboratory Technician,27410,15,1,5,1,0,1,1,4,1,2,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,400,4,Healthcare Representative,66730,12,8,2,4,0,3,1,4,3,4,3,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,401,2,Manufacturing Director,76390,14,8,6,8,7,1,2,1,3,3,3,35-45
No,Travel_Rarely,Sales,5,Life Sciences,402,1,Research Scientist,23280,11,4,3,4,0,2,1,4,3,3,3,25-35
Yes,Travel_Frequently,Sales,2,Technical Degree,403,1,Sales Executive,21530,11,3,3,1,0,0,4,4,2,3,3,> 65
No,Travel_Rarely,Sales,4,Marketing,404,2,Sales Executive,48760,16,4,4,1,0,0,1,2,4,3,3,35-45
Yes,Travel_Rarely,Research & Development,3,Medical,405,2,Sales Executive,93960,12,2,6,2,0,2,3,3,2,1,3,< 25
Yes,Travel_Rarely,Research & Development,3,Medical,406,2,Sales Executive,104000,13,1,2,1,0,0,3,4,2,3,3,< 25
No,Travel_Rarely,Research & Development,4,Medical,407,1,Laboratory Technician,84740,14,17,3,16,4,11,3,4,2,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,408,2,Manufacturing Director,99810,21,3,3,3,1,2,4,4,2,3,4,45-55
